Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16,Column 17,Column 18,Column 19,Column 20,Column 21,Column 22,Column 23,Column 24,Column 25,Column 26,Column 27,Column 28,Column 29,Column 30,Column 31,Column 32,Column 33,Column 34,Column 35,Column 36,Column 37,Column 38,Column 39,Column 40,Column 41,Column 42,Column 43,Column 44,Column 45,Column 46,Column 47,Column 48,Column 49,Column 50,Column 51,Column 52,Column 53,Column 54,Column 55,Column 56,Column 57,Column 58,Column 59,Column 60,Column 61,Column 62,Column 63,Column 64,Column 65,Column 66,Column 67,Column 68,Column 69,Column 70,Column 71,Column 72,Column 73,Column 74,Column 75,Column 76,Column 77,Column 78,Column 79,Column 80,Column 81,Column 82,Column 83,Column 84,Column 85,Column 86,Column 87,Column 88,Column 89,Column 90,Column 91,Column 92
100.0,CO,GO,5218805.0,RIO VERDE,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,Delegacia Especializada no Atendimento à Mulher (DEAM) - Rio Verde  ,"       (64)3620-0950     
Fax: (64)3620-0950",deam-rioverde@policiacivil.go.gov.br ,"Rua 16, nº 76",Popular,75903-493,Renata Roberta Ferrari Ceccatto.,(64)3620-0953 ,"de segunda a sexta-feira, das 8h às 12h e das 14h às 18h.",ALTERADO - DADOS,AGOSTO,2014-08-20T00:00:00Z,NÃO INFORMADO,2004.0,SIM,SIM,SIM,COMPLEMENTO DA RESPOSTA 1.2 - A psicóloga atende todos os dias durante meio período,SIM,Qualquer tipo de crime contra a mulher,SIM,SIM,SIM,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SIM,NÃO,SIM,NÃO INFORMADO,NÃO INFORMADO,SIM,SIM,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,SIM,SIM,SIM,SIM,SIM,SIM,NÃO,SIM,COMPLEMENTO DA RESPOSTA 5.1 - Todas as delegacias ficaram centralizadas no mesmo endereço. ,NÃO,NÃO,SIM,"COMPLEMENTO DA RESPOSTA 6.2 – Como na cidade não tem casa abrigo e nem CEAM, os policiais da DEAM acompanham a cidadã até a sua residência para retirada dos seus pertences e a encaminham para a casa de um parente onde ela se sinta segura.  ",SIM,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,SEM ESPECIFICAÇÃO ,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Contato mantido com Sra Eliene Silva Santos Pereira - Atendente - dia 20/08/2014,"LÍGIA SILVA
",2014-08-29T00:00:00Z,,,,,,,,
101.0,CO,GO,5208608.0,GOIANÉSIA,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,Delegacia Especializada de Atendimento à Mulher (DEAM) - Goianésia  ,   (62)3353-7951 - Fax:   (62)3353-7951 ,dp-goianesia@policiacivil.go.gov.br  e deam-goianesia@policiacivil.go.gov.br,Rua 29 nº 374 ,Centro,76380-000,Doutora Poliana Bergamo Lomaz.  ,(62)8458-7672  ,"de segunda a sexta-feira, das 8h às 18h. Após às 18h, finais de semana e feriados plantao Delegacia de Polícia de Goianésia. ",CONFERIDO,AGOSTO,2014-08-21T00:00:00Z,NÃO INFORMADO,2010.0,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,"Investigação de crimes contra  criança e adolescente se for  vítima de algum delito. Ex.: maus tratos, estupro, dentre outros crimes ",SIM,SIM,SIM,SIM,NÃO,NÃO,SIM,COMPLEMENTO DA RESPOSTA 3.4 - Desde que seja vitima ,SIM,NÃO,NÃO,NÃO,SIM,NÃO INFORMADO,NÃO INFORMADO,SIM,SIM,SIM,NÃO,NÃO,SIM,COMPLEMENTO DA RESPOSTA 4.3 - O Fax é da Delegacia Regional . COMPLEMENTO DA RESPOSTA 4.7 e 4.8  -  É multifuncional – impressora e copiadora. ,NÃO INFORMADO,NÃO INFORMADO,SIM,NÃO,NÃO,NÃO,SIM,NÃO,NÃO,SIM,COMPLEMENTO DA RESPOSTA 5.1 – No mesmo endereço da DEAM funciona também a Delegacia Regional em salas separadas e equipes distintas.  ,NÃO,NÃO,SIM,"COMPLEMENTO DA RESPOSTA 6.2 –  Caso a cidadã esteja correndo risco iminente de morte  ela é abrigada provisóriamente por 1 ou 2 dias na Casa de Passagem ou encaminham para casa abrigo de  Goiânia. Somente quando a cidadã quer ir, pois muitas não querem ficar fora de suas residências, e não aceitam ir para outro local.  COMPLEMENTO DA RESPOSTA 6.5 - Encaminham para o CREAS.",SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,SEM ESPECIFICAÇÃO ,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Contato mantido com Sra Luzia Lúcia dos Santos - Agente de Polícia  - Dia 21/08/2014,"LÍGIA SILVA
",2014-08-29T00:00:00Z,,,,,,,,
102.0,CO,GO,5218003.0,PORANGATU,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,Delegacia Especializada de Atendimento à Mulher (DEAM) - Porangatu,(62)3362-5903      (62)3362-5906    Fax:  (62)3362-5906,dp-porangatu@policiacivil.go.gov.br,Rua 4 Quadra 4 Lote 7/15 ,Vila Vera Lúcia ,76550-000,Delegada Titular  Jocelaine Braz Batista,NÃO INFORMADO,"das 8h às 12h e das 14h às 18h. Após às 18h, finais de semana e feriados plantão na Delegacia Municipal de Porangatu. ",CONFERIDO,AGOSTO,2014-08-20T00:00:00Z,NÃO INFORMADO,2010.0,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,COMPLEMENTO DA RESPOSTA 2.2 - Todos os crimes relacionados a criança e qualquer outro tipo de violência contra a mulher também são investigados na DEAM. ,SIM,SIM,SIM,NÃO,NÃO,SIM,SIM,COMPLEMENTO DA RESPOSTA 3.6 – Desde que o idoso seja vítima.,SIM,NÃO,NÃO,SIM,SIM,NÃO INFORMADO,NÃO INFORMADO,SIM,SIM,SIM,NÃO,NÃO,SIM,COMPLEMENTO DA RESPOSTA 4.3 O fax é da Delegacia Municipal. COMPLEMENTO DA RESPOSTA 4.7 e 4.8 - A impressora também é copiadora ,NÃO INFORMADO,NÃO INFORMADO,SIM,NÃO,SIM,NÃO,SIM,SIM,NÃO,SIM,"COMPLEMENTO DA RESPOSTA 5.1 - Funciona no mesmo prédio a DEAM, a Delegacia Municipal, a Delegacia Regional (procedimentos administrativos) e GENARC (Grupo Especial de Repressão a Narcóticos), com equipes e delegados distintos em salas separadas. COMPLEMENTO DA RESPOSTA 5.4  - Fazem a intimação tanto da vítima como o agressor em dias separados para evitar o encontro.  ",NÃO,NÃO,SIM,"A DEAM em caso de necessidade encaminha a cidadã para a casa de um parente mais próximo, onde a cidadã  se sinta segura, pois não tem na cidade casa abrigo e nem CEAM.   ",SIM,Todo mês é enviado para a Secretaria de Segurança Pública de Goiânia os dados estatisticos.  ,NÃO,Os cursos geralmente são avisados em cima da hora e são feitos em Goiânia (450km). ,NÃO,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,SEM ESPECIFICAÇÃO ,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Contato mantido com Sra Keila Silva Valente Maia - Escrivã de Polícia – dia 20/08/2014. 
","LÍGIA SILVA
",2014-08-29T00:00:00Z,,,,,,,,
103.0,CO,GO,5208707.0,GOIÂNIA,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,2ª Delegacia Especializada de Atendimento à Mulher (DEAM) Jardim Curitiba II - Goiânia  ,"      (62)3201-6344   
      (62)3201-6331 
Fax:(62)3201-6344",2deam-goiania@policiacivil.go.gov.br    ,"Avenida do Povo, Esquina com a Rua JC 26, Quadra 19 lote 14, Praça Airton Senna -Referência: Praça do Jardim Curitiba, próximo ao Colégio Militar ",Jardim Curitiba 02,74480-800,Tereza Daniela Nunes Ferreira Magri ,NÃO INFORMADO,"de segunda a sexta-feira, das 8h às 18h.",ALTERADO - DADOS,AGOSTO,2014-08-25T00:00:00Z,NÃO INFORMADO,2011.0,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,Investigam também o estupro contra mulheres. ,SIM,SIM,SIM,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SIM,SIM,SIM,NÃO INFORMADO,NÃO INFORMADO,SIM,SIM,SIM,NÃO,NÃO,SIM,"COMPLEMENTO DA RESPOSTA 4.4 - A viatura descaracterizada tem mais de 250 mil km rodados foi batizada de pé na cova e necessita ser trocada urgentemente.  COMPLEMENTO DA RESPOSTA 4.7 E 4.8 - É multifuncional funciona como impressora, copiadora e scanea em preto e branco, é necessário um com impressão colorida.  ",NÃO INFORMADO,NÃO INFORMADO,SIM,SIM,SIM,NÃO,SIM,SIM,SIM,SIM,"COMPLEMENTO DA RESPOSTA 5.1 - Funciona o CIOPS, 13ª Batalhão da Políca Militar,  22ª Delegacia de Polícia e Bombeiros Militares no mesmo local com entrada única  e funcionam em espaços separados e equipes distintas. COMPLEMENTO DA RESPOSTA 5.9 - Cela disponivel para o prédio. ",SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,A Delegada passa todas as informações para os profissionais.  ,SIM,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Contato mantido com Sra Jakeline da Silva de Sousa - Agente de Polícia e Escrivã Adoc - Dia 25/08/2014,"LÍGIA SILVA
",2014-08-29T00:00:00Z,,,,,,,,
104.0,NE,MA,2108207.0,PEDREIRAS,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,Delegacia Especial da Mulher (DEM) - Pedreiras,(99)3642-6055; (99)3642-2450; 9936422030,"dempedreiras@yahoo.com.br 

","Rua Messias Filho, s/nº",Engenho,65725-000,Marília Vasconcelos de Moraes.,NÃO INFORMADO,"Segunda a sexta-feira, das 8h às 18h. Plantão 24h no mesmo prédio.",ALTERADO - DADOS,AGOSTO,2014-08-12T00:00:00Z,NÃO INFORMADO,NÃO INFORMADO,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO,"A delegacia atende somente as cidadãs residentes em Pedreiras, demais municípios serão encaminhadas para a delegacia regional que fica no mesmo prédio.",SIM,SIM,SIM,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,NÃO,SIM,NÃO INFORMADO,NÃO INFORMADO,SIM,SIM,SIM,SIM,SIM,SIM,Muitos dos equipamentos faltosos na lista estão com problemas de funcionamento.,NÃO INFORMADO,NÃO INFORMADO,SIM,NÃO,NÃO,NÃO,NÃO,SIM,NÃO,SIM,A sala da DEM é emprestada.,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Antônio Batista/Escrivão de polícia,STELLA,2014-09-04T00:00:00Z,,,,,,,,
105.0,NE,MA,2103000.0,CAXIAS,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,Delegacia Especial da Mulher (DEM) - Caxias,(99)3521-2561,NÃO INFORMADO,"Praça do Panteon, s/nº",Centro,65602-000,Karla Chaves,NÃO INFORMADO,"Segunda a sexta-feira, das 8h às 12h e das 14h às 18h.",ALTERADO - DADOS,SETEMBRO,2014-08-29T00:00:00Z,NÃO INFORMADO,NÃO INFORMADO,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,Qualquer outro tipo de violência contra a mulher.,SIM,SIM,SIM,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,NÃO,SIM,NÃO INFORMADO,NÃO INFORMADO,SIM,SIM,SIM,SIM,NÃO,SIM,Equipamentos compartilhados com a Delegacia Regional.,NÃO INFORMADO,NÃO INFORMADO,NÃO,NÃO,SIM,SIM,SIM,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO,SIM,SIM,Não uma casa específica. Existe uma casa de passagem que abriga diversos tipos de demanda.,SIM,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Leila Raquel Carvalho Barreto Pierot/Delegada,STELLA,2014-09-04T00:00:00Z,,,,,,,,
106.0,NE,MA,2101202.0,BACABAL,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,Delegacia Especializada de Atendimento à Mulher (DEAM) - Bacabal  ,        (99)3621-1025; Fax: (99)3621-1082,NÃO INFORMADO,"Rua Eurico Gaspar Dutra, s/nº",Centro,65700-000,Ironeide Elvira de Melo,NÃO INFORMADO,"Segunda a sexta-feira, das 9h às 12h e das 15h às 18h. Plantão 24h.",ALTERADO - DADOS,AGOSTO,2014-08-15T00:00:00Z,NÃO INFORMADO,NÃO INFORMADO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,Crimes contra crianças e adolescentes.,SIM,SIM,SIM,SIM,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO,NÃO,NÃO,NÃO,SIM,NÃO INFORMADO,NÃO INFORMADO,SIM,SIM,SIM,NÃO,NÃO,SIM,"Telefone, rádio e fax são utilizados de outras delegacias.",NÃO INFORMADO,NÃO INFORMADO,NÃO,SIM,NÃO,NÃO,SIM,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO INFORMADO,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Rita de Cássia Costa dos Santos/Secretária,STELLA,2014-09-04T00:00:00Z,,,,,,,,
107.0,NE,MA,2100055.0,AÇAILÂNDIA,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,Delegacia Especializada de Atendimento à Mulher (DEAM) - Açailândia,9.935384092E9,sylvianne_tenorio@hotmail.com,"Rua Marly Sarney, s/nº",Centro,65930-000,Sylvianne Lenira Cavalcante Tenório,NÃO INFORMADO,"Segunda a sexta-feira, das 8h às 12h e das 14h às 18h. Plantão após as 18h e aos finais de semana na Delegacia Regional.",ALTERADO - DADOS,AGOSTO,2014-08-15T00:00:00Z,NÃO INFORMADO,NÃO INFORMADO,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,Qualquer outro tipo de violência contra a mulher. Estupro de vulnerável.,SIM,SIM,SIM,SIM,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO,NÃO,NÃO,NÃO,SIM,NÃO INFORMADO,NÃO INFORMADO,SIM,SIM,NÃO,NÃO,NÃO,SIM,"Os equipamentos que são estão identificados como inexistentes, são compartilhados da Delegacia Regional.",NÃO INFORMADO,NÃO INFORMADO,SIM,NÃO,SIM,NÃO,NÃO,SIM,SIM,SIM,"Não tem banheiros adaptado. Informa que é necessário melhorar a estrutura para atender as adequadamente as cidadãs. Estão construindo uma nova sede. A cela é um gaiolão da DPR. O déficit de funcionários é grande, trabalha na delegacia: a delegada, a escrivã e dois agentes.",NÃO,NÃO,SIM,"Ela só tem conhecimento que na cidade tem uma casa que abriga crianças e adolescentes e não sabe se abriga mulheres. Como tem apenas três meses de exercício no local, encaminha as cidadãs para o CRAS, pois não sabe qual como é o funcionamento do CEAM.",SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Sylvianne Lenira Cavalcante Tenório/Delegada,STELLA,2014-09-04T00:00:00Z,,,,,,,,
108.0,NE,MA,2105302.0,IMPERATRIZ,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,Delegacia Especial da Mulher (DEM) - Imperatriz,(99)3525-1545 FAX: (99)3525-1545,deam.10reg@hotmail.com ,"Rua Souza Lima, nº 167",Centro,65900-320,Kelly Kioca Haraguchi,NÃO INFORMADO,"Segunda a sexta-feira, das 8h às 12h, e das 14h às 18h. ",CONFERIDO,AGOSTO,2014-08-21T00:00:00Z,NÃO INFORMADO,NÃO INFORMADO,SIM,NÃO,SIM,A delegada comanda plantões.,SIM,Qualquer outro tipo de violência contra a mulher. Crimes contra a dignidade sexual de crianças.,SIM,SIM,SIM,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,NÃO,SIM,NÃO INFORMADO,NÃO INFORMADO,SIM,SIM,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Carolina Cardoso de Sousa/Delegada,STELLA,2014-09-04T00:00:00Z,,,,,,,,
109.0,NE,MA,2108603.0,PINHEIRO,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,Delegacia Especial da Mulher (DEM) - Pinheiro  ,9833811334; (98)3381-4292; FAX: (98)3381-4292 ,NÃO INFORMADO,"Rua Luiz Domingues, nº 103",Centro,65200-000,Tatiane Porto Fraga,NÃO INFORMADO,"Segunda à sexta feira das 8h às 12h, e das 14h às 18h.",ALTERADO - DADOS,AGOSTO,2014-08-13T00:00:00Z,NÃO INFORMADO,NÃO INFORMADO,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,Crianças e adolescentes.,SIM,SIM,SIM,SIM,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,SIM,SIM,NÃO INFORMADO,NÃO INFORMADO,SIM,SIM,SIM,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,SIM,NÃO,SIM,NÃO,NÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO,NÃO,SIM,São encaminhadas para o CRAS.,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,FREQUENTEMENTE,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Maria Valdicleide Sousa/Administrativa,STELLA,2014-09-04T00:00:00Z,,,,,,,,
110.0,NE,MA,2103208.0,CHAPADINHA,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,Delegacia Especial da Mulher (DEM) - Chapadinha  ,(98)3471-3763; (98)3471-3762 Fax: (98)3471-3763,"dr.chapadinha@ssp.ma.gov.br 

","Rua Gonçalves Dias, s/ nº",São José,65500-000,Caroliny Fernanda dos Santos Santana,NÃO INFORMADO,"Segunda a sexta-feira, das 8h às 12h e das 14h às 18h.Plantão 24h na Delegacia Regional (mesmo prédio).",ALTERADO - DADOS,AGOSTO,2014-08-13T00:00:00Z,NÃO INFORMADO,NÃO INFORMADO,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,Qualquer outro tipo de violência contra a mulher.,SIM,SIM,SIM,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SIM,NÃO,SIM,NÃO INFORMADO,NÃO INFORMADO,SIM,SIM,SIM,NÃO,NÃO,SIM,Os carros são compartilhados igualmente com a Delegacia Regional.,NÃO INFORMADO,NÃO INFORMADO,SIM,NÃO,SIM,NÃO,NÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Jairo Timbó/Delegado,STELLA,2014-09-04T00:00:00Z,,,,,,,,
111.0,NE,MA,2109601.0,ROSÁRIO,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,Delegacia Especial da Mulher (DEM) - Rosário  ,(98)3345-1361; (98)3345-1285; Fax: (98)3346-1913,reg.rosario1@hotmail.com         ,"Rua Urbano Santos, s/nº",Centro,65150-000,Pollyanne Souza da Costa,NÃO INFORMADO,"Segunda a sexta-feira, das 8h às 12h e das 14h às 16h.  ",ALTERADO - DADOS,AGOSTO,2014-08-21T00:00:00Z,NÃO INFORMADO,NÃO INFORMADO,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,"Qualquer outro tipo de violência contra a mulher. Crianças, adolescentes e idosos.",SIM,SIM,SIM,SIM,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,SIM,SIM,NÃO INFORMADO,NÃO INFORMADO,SIM,SIM,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,SIM,NÃO,SIM,SIM,NÃO,NÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO INFORMADO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO INFORMADO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Vânia Silva/Administrativo,STELLA,2014-09-04T00:00:00Z,,,,,,,,
112.0,NE,MA,2111102.0,SÃO JOÃO DOS PATOS,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,Delegacia Especializada de Atendimento à Mulher (DEAM) - São João dos Patos,(99)3551-2402; FAX: (99)3551-2402,reg.saojoaodospatos12@hotmail.com    ,"Rua Gonçalves Moreira, nº 766",Centro,65665-000,Juliana Soares Pires de Oliveira,NÃO INFORMADO,"Segunda a sexta-feira, das 8h às 12h e das 14h às 18h. ",CONFERIDO,AGOSTO,2014-08-22T00:00:00Z,NÃO INFORMADO,NÃO INFORMADO,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,"Qualquer outro tipo de violência contra a mulher. Idosas, crianças e adolescentes.",SIM,SIM,SIM,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,NÃO,SIM,NÃO INFORMADO,NÃO INFORMADO,SIM,SIM,SIM,NÃO,NÃO,SIM,"Só dispõem de um aparelho de telefone fixo, fax e rádio HT, do qual fica na sede da Regional e atende todas as delegacias do prédio. As viaturas, impressora e copiadora também são compartilhadas.",NÃO INFORMADO,NÃO INFORMADO,SIM,NÃO,SIM,NÃO,SIM,NÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO,NÃO,SIM,Encaminham para o CREAS.,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Juliana Soares Pires de Oliveira/Delegada,STELLA,2014-09-04T00:00:00Z,,,,,,,,
