Nome Universo,Data Atualização Dados,Região,UF,Localidade,Setor (Cod/Desc),Órgão,Órgão (Cod/Desc),UO,UO (Cod/Desc),Funcional,Função (Cod/Desc),Subfunção (Cod/Desc),Programa (Cod/Desc),Ação (Cod/Desc),Subtítulo (Cod/Desc),Esfera (Cod),GND (Cod),Mod. Aplic. (Cod),Fonte,Fonte (Cod/Desc),Dotação Inicial,Autorizado,Empenhado,Liquidado (Subelemento),Pago,RP Não-Proc Insc. Outros Exercícios,RP Inscrito,RP Pago,Programa (Cod),Programa,Ação (Cod),PO (Cod/Desc),Iniciativa (Cod),Objetivo (Cod/Desc),Iniciativa (Cod/Desc)
LOA2014 - Despesa Execução,2014/11/22 00:00:00,NO,TO,TOCANTINS (ESTADO),02 - SAÚDE,MINISTÉRIO DA SAÚDE,36000 - MINISTÉRIO DA SAÚDE,FUNDO NACIONAL DE SAÚDE,36901 - FUNDO NACIONAL DE SAÚDE,10.301.2015.8581.0017,10 - SAÚDE,301 - ATENÇÃO BÁSICA,2015 - APERFEIÇOAMENTO DO SISTEMA ÚNICO DE SAÚDE (SUS),8581 - ESTRUTURAÇÃO DA REDE DE SERVIÇOS DE ATENÇÃO BÁSICA DE SAÚDE,0017 - NO ESTADO DO TOCANTINS,S,4,40,CONTR.SOCIAL S/O LUCRO DAS PESSOAS JURIDICAS,151 - CONTR.SOCIAL S/O LUCRO DAS PESSOAS JURIDICAS,4800000,3053992,0,0,0,0,0,0,2015,APERFEIÇOAMENTO DO SISTEMA ÚNICO DE SAÚDE (SUS),8581,0000 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO BASICA DE SAUDE,02PW,"0713- GARANTIR ACESSO DA POPULAÇÃO A SERVIÇOS DE QUALIDADE, COM EQUIDADE E EM TEMPO ADEQUADO AO ATENDIMENTO DAS NECESSIDADES DE SAÚDE, APRIMORANDO A POLÍTICA DE ATENÇÃO BÁSICA E A ATENÇÃO ESPECIALIZADA.","02PW-REORDENAMENTO DA ATENÇÃO ESPECIALIZADA VISANDO À INTEGRALIDADE DE ATENÇÃO, ASSIM COMO AMPLIAÇÃO DA ATENÇÃO PRIMÁRIA E ESPECIALIZADA EM REDES DE ATENÇÃO À SAÚDE, COM QUALIFICAÇÃO DAS PRÁTICAS E DA GESTÃO DO CUIDADO, BUSCANDO ASSEGURAR RESOLUTIVIDADE"
LOA2014 - Despesa Execução,2014/11/22 00:00:00,NO,TO,TOCANTINS (ESTADO),02 - SAÚDE,MINISTÉRIO DA SAÚDE,36000 - MINISTÉRIO DA SAÚDE,FUNDO NACIONAL DE SAÚDE,36901 - FUNDO NACIONAL DE SAÚDE,10.301.2015.8581.0017,10 - SAÚDE,301 - ATENÇÃO BÁSICA,2015 - APERFEIÇOAMENTO DO SISTEMA ÚNICO DE SAÚDE (SUS),8581 - ESTRUTURAÇÃO DA REDE DE SERVIÇOS DE ATENÇÃO BÁSICA DE SAÚDE,0017 - NO ESTADO DO TOCANTINS,S,4,40,CONTRIBUICAO P/FINANCIAM.DA SEGURIDADE SOCIAL,153 - CONTRIBUICAO P/FINANCIAM.DA SEGURIDADE SOCIAL,2785000,667590,0,0,0,0,0,0,2015,APERFEIÇOAMENTO DO SISTEMA ÚNICO DE SAÚDE (SUS),8581,0000 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO BASICA DE SAUDE,02PW,"0713- GARANTIR ACESSO DA POPULAÇÃO A SERVIÇOS DE QUALIDADE, COM EQUIDADE E EM TEMPO ADEQUADO AO ATENDIMENTO DAS NECESSIDADES DE SAÚDE, APRIMORANDO A POLÍTICA DE ATENÇÃO BÁSICA E A ATENÇÃO ESPECIALIZADA.","02PW-REORDENAMENTO DA ATENÇÃO ESPECIALIZADA VISANDO À INTEGRALIDADE DE ATENÇÃO, ASSIM COMO AMPLIAÇÃO DA ATENÇÃO PRIMÁRIA E ESPECIALIZADA EM REDES DE ATENÇÃO À SAÚDE, COM QUALIFICAÇÃO DAS PRÁTICAS E DA GESTÃO DO CUIDADO, BUSCANDO ASSEGURAR RESOLUTIVIDADE"
LOA2014 - Despesa Execução,2014/11/22 00:00:00,NO,TO,TOCANTINS (ESTADO),02 - SAÚDE,MINISTÉRIO DA SAÚDE,36000 - MINISTÉRIO DA SAÚDE,FUNDO NACIONAL DE SAÚDE,36901 - FUNDO NACIONAL DE SAÚDE,10.301.2015.8581.0017,10 - SAÚDE,301 - ATENÇÃO BÁSICA,2015 - APERFEIÇOAMENTO DO SISTEMA ÚNICO DE SAÚDE (SUS),8581 - ESTRUTURAÇÃO DA REDE DE SERVIÇOS DE ATENÇÃO BÁSICA DE SAÚDE,0017 - NO ESTADO DO TOCANTINS,S,4,40,RECURSOS ORDINARIOS,100 - RECURSOS ORDINARIOS,20293000,3915000,0,0,0,0,0,0,2015,APERFEIÇOAMENTO DO SISTEMA ÚNICO DE SAÚDE (SUS),8581,0000 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO BASICA DE SAUDE,02PW,"0713- GARANTIR ACESSO DA POPULAÇÃO A SERVIÇOS DE QUALIDADE, COM EQUIDADE E EM TEMPO ADEQUADO AO ATENDIMENTO DAS NECESSIDADES DE SAÚDE, APRIMORANDO A POLÍTICA DE ATENÇÃO BÁSICA E A ATENÇÃO ESPECIALIZADA.","02PW-REORDENAMENTO DA ATENÇÃO ESPECIALIZADA VISANDO À INTEGRALIDADE DE ATENÇÃO, ASSIM COMO AMPLIAÇÃO DA ATENÇÃO PRIMÁRIA E ESPECIALIZADA EM REDES DE ATENÇÃO À SAÚDE, COM QUALIFICAÇÃO DAS PRÁTICAS E DA GESTÃO DO CUIDADO, BUSCANDO ASSEGURAR RESOLUTIVIDADE"
LOA2014 - Despesa Execução,2014/11/22 00:00:00,NO,TO,TOCANTINS (ESTADO),02 - SAÚDE,MINISTÉRIO DA SAÚDE,36000 - MINISTÉRIO DA SAÚDE,FUNDO NACIONAL DE SAÚDE,36901 - FUNDO NACIONAL DE SAÚDE,10.301.2015.8581.0017,10 - SAÚDE,301 - ATENÇÃO BÁSICA,2015 - APERFEIÇOAMENTO DO SISTEMA ÚNICO DE SAÚDE (SUS),8581 - ESTRUTURAÇÃO DA REDE DE SERVIÇOS DE ATENÇÃO BÁSICA DE SAÚDE,0017 - NO ESTADO DO TOCANTINS,S,4,41,CONTR.SOCIAL S/O LUCRO DAS PESSOAS JURIDICAS,151 - CONTR.SOCIAL S/O LUCRO DAS PESSOAS JURIDICAS,0,3746008,3746008,207000,0,0,0,0,2015,APERFEIÇOAMENTO DO SISTEMA ÚNICO DE SAÚDE (SUS),8581,0000 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO BASICA DE SAUDE,02PW,"0713- GARANTIR ACESSO DA POPULAÇÃO A SERVIÇOS DE QUALIDADE, COM EQUIDADE E EM TEMPO ADEQUADO AO ATENDIMENTO DAS NECESSIDADES DE SAÚDE, APRIMORANDO A POLÍTICA DE ATENÇÃO BÁSICA E A ATENÇÃO ESPECIALIZADA.","02PW-REORDENAMENTO DA ATENÇÃO ESPECIALIZADA VISANDO À INTEGRALIDADE DE ATENÇÃO, ASSIM COMO AMPLIAÇÃO DA ATENÇÃO PRIMÁRIA E ESPECIALIZADA EM REDES DE ATENÇÃO À SAÚDE, COM QUALIFICAÇÃO DAS PRÁTICAS E DA GESTÃO DO CUIDADO, BUSCANDO ASSEGURAR RESOLUTIVIDADE"
LOA2014 - Despesa Execução,2014/11/22 00:00:00,NO,TO,TOCANTINS (ESTADO),02 - SAÚDE,MINISTÉRIO DA SAÚDE,36000 - MINISTÉRIO DA SAÚDE,FUNDO NACIONAL DE SAÚDE,36901 - FUNDO NACIONAL DE SAÚDE,10.301.2015.8581.0017,10 - SAÚDE,301 - ATENÇÃO BÁSICA,2015 - APERFEIÇOAMENTO DO SISTEMA ÚNICO DE SAÚDE (SUS),8581 - ESTRUTURAÇÃO DA REDE DE SERVIÇOS DE ATENÇÃO BÁSICA DE SAÚDE,0017 - NO ESTADO DO TOCANTINS,S,4,41,CONTRIBUICAO P/FINANCIAM.DA SEGURIDADE SOCIAL,153 - CONTRIBUICAO P/FINANCIAM.DA SEGURIDADE SOCIAL,0,2517410,2517410,0,0,3548236,"10781402,89","4365787,89",2015,APERFEIÇOAMENTO DO SISTEMA ÚNICO DE SAÚDE (SUS),8581,0000 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO BASICA DE SAUDE,02PW,"0713- GARANTIR ACESSO DA POPULAÇÃO A SERVIÇOS DE QUALIDADE, COM EQUIDADE E EM TEMPO ADEQUADO AO ATENDIMENTO DAS NECESSIDADES DE SAÚDE, APRIMORANDO A POLÍTICA DE ATENÇÃO BÁSICA E A ATENÇÃO ESPECIALIZADA.","02PW-REORDENAMENTO DA ATENÇÃO ESPECIALIZADA VISANDO À INTEGRALIDADE DE ATENÇÃO, ASSIM COMO AMPLIAÇÃO DA ATENÇÃO PRIMÁRIA E ESPECIALIZADA EM REDES DE ATENÇÃO À SAÚDE, COM QUALIFICAÇÃO DAS PRÁTICAS E DA GESTÃO DO CUIDADO, BUSCANDO ASSEGURAR RESOLUTIVIDADE"
LOA2014 - Despesa Execução,2014/11/22 00:00:00,NO,TO,TOCANTINS (ESTADO),02 - SAÚDE,MINISTÉRIO DA SAÚDE,36000 - MINISTÉRIO DA SAÚDE,FUNDO NACIONAL DE SAÚDE,36901 - FUNDO NACIONAL DE SAÚDE,10.301.2015.8581.0017,10 - SAÚDE,301 - ATENÇÃO BÁSICA,2015 - APERFEIÇOAMENTO DO SISTEMA ÚNICO DE SAÚDE (SUS),8581 - ESTRUTURAÇÃO DA REDE DE SERVIÇOS DE ATENÇÃO BÁSICA DE SAÚDE,0017 - NO ESTADO DO TOCANTINS,S,4,41,RECURSOS ORDINARIOS,100 - RECURSOS ORDINARIOS,0,21478000,21478000,549700,0,0,0,0,2015,APERFEIÇOAMENTO DO SISTEMA ÚNICO DE SAÚDE (SUS),8581,0000 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO BASICA DE SAUDE,02PW,"0713- GARANTIR ACESSO DA POPULAÇÃO A SERVIÇOS DE QUALIDADE, COM EQUIDADE E EM TEMPO ADEQUADO AO ATENDIMENTO DAS NECESSIDADES DE SAÚDE, APRIMORANDO A POLÍTICA DE ATENÇÃO BÁSICA E A ATENÇÃO ESPECIALIZADA.","02PW-REORDENAMENTO DA ATENÇÃO ESPECIALIZADA VISANDO À INTEGRALIDADE DE ATENÇÃO, ASSIM COMO AMPLIAÇÃO DA ATENÇÃO PRIMÁRIA E ESPECIALIZADA EM REDES DE ATENÇÃO À SAÚDE, COM QUALIFICAÇÃO DAS PRÁTICAS E DA GESTÃO DO CUIDADO, BUSCANDO ASSEGURAR RESOLUTIVIDADE"
LOA2014 - Despesa Execução,2014/11/22 00:00:00,NO,TO,TOCANTINS (ESTADO),02 - SAÚDE,MINISTÉRIO DA SAÚDE,36000 - MINISTÉRIO DA SAÚDE,FUNDO NACIONAL DE SAÚDE,36901 - FUNDO NACIONAL DE SAÚDE,10.301.2015.8581.0017,10 - SAÚDE,301 - ATENÇÃO BÁSICA,2015 - APERFEIÇOAMENTO DO SISTEMA ÚNICO DE SAÚDE (SUS),8581 - ESTRUTURAÇÃO DA REDE DE SERVIÇOS DE ATENÇÃO BÁSICA DE SAÚDE,0017 - NO ESTADO DO TOCANTINS,S,4,99,RECURSOS ORDINARIOS,100 - RECURSOS ORDINARIOS,3600000,0,0,0,0,0,0,0,2015,APERFEIÇOAMENTO DO SISTEMA ÚNICO DE SAÚDE (SUS),8581,0000 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO BASICA DE SAUDE,02PW,"0713- GARANTIR ACESSO DA POPULAÇÃO A SERVIÇOS DE QUALIDADE, COM EQUIDADE E EM TEMPO ADEQUADO AO ATENDIMENTO DAS NECESSIDADES DE SAÚDE, APRIMORANDO A POLÍTICA DE ATENÇÃO BÁSICA E A ATENÇÃO ESPECIALIZADA.","02PW-REORDENAMENTO DA ATENÇÃO ESPECIALIZADA VISANDO À INTEGRALIDADE DE ATENÇÃO, ASSIM COMO AMPLIAÇÃO DA ATENÇÃO PRIMÁRIA E ESPECIALIZADA EM REDES DE ATENÇÃO À SAÚDE, COM QUALIFICAÇÃO DAS PRÁTICAS E DA GESTÃO DO CUIDADO, BUSCANDO ASSEGURAR RESOLUTIVIDADE"
LOA2014 - Despesa Execução,2014/11/22 00:00:00,NO,TO,TOCANTINS (ESTADO),02 - SAÚDE,MINISTÉRIO DA SAÚDE,36000 - MINISTÉRIO DA SAÚDE,FUNDO NACIONAL DE SAÚDE,36901 - FUNDO NACIONAL DE SAÚDE,10.302.2015.8535.0017,10 - SAÚDE,302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL,2015 - APERFEIÇOAMENTO DO SISTEMA ÚNICO DE SAÚDE (SUS),8535 - ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE,0017 - NO ESTADO DO TOCANTINS,S,3,40,CONTRIBUICAO P/FINANCIAM.DA SEGURIDADE SOCIAL,153 - CONTRIBUICAO P/FINANCIAM.DA SEGURIDADE SOCIAL,250000,250000,0,0,0,0,0,0,2015,APERFEIÇOAMENTO DO SISTEMA ÚNICO DE SAÚDE (SUS),8535,0000 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS,02PW,"0713- GARANTIR ACESSO DA POPULAÇÃO A SERVIÇOS DE QUALIDADE, COM EQUIDADE E EM TEMPO ADEQUADO AO ATENDIMENTO DAS NECESSIDADES DE SAÚDE, APRIMORANDO A POLÍTICA DE ATENÇÃO BÁSICA E A ATENÇÃO ESPECIALIZADA.","02PW-REORDENAMENTO DA ATENÇÃO ESPECIALIZADA VISANDO À INTEGRALIDADE DE ATENÇÃO, ASSIM COMO AMPLIAÇÃO DA ATENÇÃO PRIMÁRIA E ESPECIALIZADA EM REDES DE ATENÇÃO À SAÚDE, COM QUALIFICAÇÃO DAS PRÁTICAS E DA GESTÃO DO CUIDADO, BUSCANDO ASSEGURAR RESOLUTIVIDADE"
LOA2014 - Despesa Execução,2014/11/22 00:00:00,NO,TO,TOCANTINS (ESTADO),02 - SAÚDE,MINISTÉRIO DA SAÚDE,36000 - MINISTÉRIO DA SAÚDE,FUNDO NACIONAL DE SAÚDE,36901 - FUNDO NACIONAL DE SAÚDE,10.302.2015.8535.0017,10 - SAÚDE,302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL,2015 - APERFEIÇOAMENTO DO SISTEMA ÚNICO DE SAÚDE (SUS),8535 - ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE,0017 - NO ESTADO DO TOCANTINS,S,3,40,RECURSOS ORDINARIOS,100 - RECURSOS ORDINARIOS,343000,343000,0,0,0,0,0,0,2015,APERFEIÇOAMENTO DO SISTEMA ÚNICO DE SAÚDE (SUS),8535,0000 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS,02PW,"0713- GARANTIR ACESSO DA POPULAÇÃO A SERVIÇOS DE QUALIDADE, COM EQUIDADE E EM TEMPO ADEQUADO AO ATENDIMENTO DAS NECESSIDADES DE SAÚDE, APRIMORANDO A POLÍTICA DE ATENÇÃO BÁSICA E A ATENÇÃO ESPECIALIZADA.","02PW-REORDENAMENTO DA ATENÇÃO ESPECIALIZADA VISANDO À INTEGRALIDADE DE ATENÇÃO, ASSIM COMO AMPLIAÇÃO DA ATENÇÃO PRIMÁRIA E ESPECIALIZADA EM REDES DE ATENÇÃO À SAÚDE, COM QUALIFICAÇÃO DAS PRÁTICAS E DA GESTÃO DO CUIDADO, BUSCANDO ASSEGURAR RESOLUTIVIDADE"
LOA2014 - Despesa Execução,2014/11/22 00:00:00,NO,TO,TOCANTINS (ESTADO),02 - SAÚDE,MINISTÉRIO DA SAÚDE,36000 - MINISTÉRIO DA SAÚDE,FUNDO NACIONAL DE SAÚDE,36901 - FUNDO NACIONAL DE SAÚDE,10.302.2015.8535.0017,10 - SAÚDE,302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL,2015 - APERFEIÇOAMENTO DO SISTEMA ÚNICO DE SAÚDE (SUS),8535 - ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE,0017 - NO ESTADO DO TOCANTINS,S,4,30,CONTRIBUICAO P/FINANCIAM.DA SEGURIDADE SOCIAL,153 - CONTRIBUICAO P/FINANCIAM.DA SEGURIDADE SOCIAL,1200000,450000,0,0,0,0,0,0,2015,APERFEIÇOAMENTO DO SISTEMA ÚNICO DE SAÚDE (SUS),8535,0000 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS,02PW,"0713- GARANTIR ACESSO DA POPULAÇÃO A SERVIÇOS DE QUALIDADE, COM EQUIDADE E EM TEMPO ADEQUADO AO ATENDIMENTO DAS NECESSIDADES DE SAÚDE, APRIMORANDO A POLÍTICA DE ATENÇÃO BÁSICA E A ATENÇÃO ESPECIALIZADA.","02PW-REORDENAMENTO DA ATENÇÃO ESPECIALIZADA VISANDO À INTEGRALIDADE DE ATENÇÃO, ASSIM COMO AMPLIAÇÃO DA ATENÇÃO PRIMÁRIA E ESPECIALIZADA EM REDES DE ATENÇÃO À SAÚDE, COM QUALIFICAÇÃO DAS PRÁTICAS E DA GESTÃO DO CUIDADO, BUSCANDO ASSEGURAR RESOLUTIVIDADE"
LOA2014 - Despesa Execução,2014/11/22 00:00:00,NO,TO,TOCANTINS (ESTADO),02 - SAÚDE,MINISTÉRIO DA SAÚDE,36000 - MINISTÉRIO DA SAÚDE,FUNDO NACIONAL DE SAÚDE,36901 - FUNDO NACIONAL DE SAÚDE,10.302.2015.8535.0017,10 - SAÚDE,302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL,2015 - APERFEIÇOAMENTO DO SISTEMA ÚNICO DE SAÚDE (SUS),8535 - ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE,0017 - NO ESTADO DO TOCANTINS,S,4,31,CONTRIBUICAO P/FINANCIAM.DA SEGURIDADE SOCIAL,153 - CONTRIBUICAO P/FINANCIAM.DA SEGURIDADE SOCIAL,0,400000,400000,0,0,0,0,0,2015,APERFEIÇOAMENTO DO SISTEMA ÚNICO DE SAÚDE (SUS),8535,0000 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS,02PW,"0713- GARANTIR ACESSO DA POPULAÇÃO A SERVIÇOS DE QUALIDADE, COM EQUIDADE E EM TEMPO ADEQUADO AO ATENDIMENTO DAS NECESSIDADES DE SAÚDE, APRIMORANDO A POLÍTICA DE ATENÇÃO BÁSICA E A ATENÇÃO ESPECIALIZADA.","02PW-REORDENAMENTO DA ATENÇÃO ESPECIALIZADA VISANDO À INTEGRALIDADE DE ATENÇÃO, ASSIM COMO AMPLIAÇÃO DA ATENÇÃO PRIMÁRIA E ESPECIALIZADA EM REDES DE ATENÇÃO À SAÚDE, COM QUALIFICAÇÃO DAS PRÁTICAS E DA GESTÃO DO CUIDADO, BUSCANDO ASSEGURAR RESOLUTIVIDADE"
LOA2014 - Despesa Execução,2014/11/22 00:00:00,NO,TO,TOCANTINS (ESTADO),02 - SAÚDE,MINISTÉRIO DA SAÚDE,36000 - MINISTÉRIO DA SAÚDE,FUNDO NACIONAL DE SAÚDE,36901 - FUNDO NACIONAL DE SAÚDE,10.302.2015.8535.0017,10 - SAÚDE,302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL,2015 - APERFEIÇOAMENTO DO SISTEMA ÚNICO DE SAÚDE (SUS),8535 - ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE,0017 - NO ESTADO DO TOCANTINS,S,4,40,CONTRIBUICAO P/FINANCIAM.DA SEGURIDADE SOCIAL,153 - CONTRIBUICAO P/FINANCIAM.DA SEGURIDADE SOCIAL,2693000,2430000,0,0,0,0,0,0,2015,APERFEIÇOAMENTO DO SISTEMA ÚNICO DE SAÚDE (SUS),8535,0000 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS,02PW,"0713- GARANTIR ACESSO DA POPULAÇÃO A SERVIÇOS DE QUALIDADE, COM EQUIDADE E EM TEMPO ADEQUADO AO ATENDIMENTO DAS NECESSIDADES DE SAÚDE, APRIMORANDO A POLÍTICA DE ATENÇÃO BÁSICA E A ATENÇÃO ESPECIALIZADA.","02PW-REORDENAMENTO DA ATENÇÃO ESPECIALIZADA VISANDO À INTEGRALIDADE DE ATENÇÃO, ASSIM COMO AMPLIAÇÃO DA ATENÇÃO PRIMÁRIA E ESPECIALIZADA EM REDES DE ATENÇÃO À SAÚDE, COM QUALIFICAÇÃO DAS PRÁTICAS E DA GESTÃO DO CUIDADO, BUSCANDO ASSEGURAR RESOLUTIVIDADE"
LOA2014 - Despesa Execução,2014/11/22 00:00:00,NO,TO,TOCANTINS (ESTADO),02 - SAÚDE,MINISTÉRIO DA SAÚDE,36000 - MINISTÉRIO DA SAÚDE,FUNDO NACIONAL DE SAÚDE,36901 - FUNDO NACIONAL DE SAÚDE,10.302.2015.8535.0017,10 - SAÚDE,302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL,2015 - APERFEIÇOAMENTO DO SISTEMA ÚNICO DE SAÚDE (SUS),8535 - ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE,0017 - NO ESTADO DO TOCANTINS,S,4,40,RECURSOS ORDINARIOS,100 - RECURSOS ORDINARIOS,14470000,4060878,0,0,0,0,0,0,2015,APERFEIÇOAMENTO DO SISTEMA ÚNICO DE SAÚDE (SUS),8535,0000 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS,02PW,"0713- GARANTIR ACESSO DA POPULAÇÃO A SERVIÇOS DE QUALIDADE, COM EQUIDADE E EM TEMPO ADEQUADO AO ATENDIMENTO DAS NECESSIDADES DE SAÚDE, APRIMORANDO A POLÍTICA DE ATENÇÃO BÁSICA E A ATENÇÃO ESPECIALIZADA.","02PW-REORDENAMENTO DA ATENÇÃO ESPECIALIZADA VISANDO À INTEGRALIDADE DE ATENÇÃO, ASSIM COMO AMPLIAÇÃO DA ATENÇÃO PRIMÁRIA E ESPECIALIZADA EM REDES DE ATENÇÃO À SAÚDE, COM QUALIFICAÇÃO DAS PRÁTICAS E DA GESTÃO DO CUIDADO, BUSCANDO ASSEGURAR RESOLUTIVIDADE"
LOA2014 - Despesa Execução,2014/11/22 00:00:00,NO,TO,TOCANTINS (ESTADO),02 - SAÚDE,MINISTÉRIO DA SAÚDE,36000 - MINISTÉRIO DA SAÚDE,FUNDO NACIONAL DE SAÚDE,36901 - FUNDO NACIONAL DE SAÚDE,10.302.2015.8535.0017,10 - SAÚDE,302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL,2015 - APERFEIÇOAMENTO DO SISTEMA ÚNICO DE SAÚDE (SUS),8535 - ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE,0017 - NO ESTADO DO TOCANTINS,S,4,41,CONTRIBUICAO P/FINANCIAM.DA SEGURIDADE SOCIAL,153 - CONTRIBUICAO P/FINANCIAM.DA SEGURIDADE SOCIAL,0,613000,613000,0,0,0,250000,0,2015,APERFEIÇOAMENTO DO SISTEMA ÚNICO DE SAÚDE (SUS),8535,0000 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS,02PW,"0713- GARANTIR ACESSO DA POPULAÇÃO A SERVIÇOS DE QUALIDADE, COM EQUIDADE E EM TEMPO ADEQUADO AO ATENDIMENTO DAS NECESSIDADES DE SAÚDE, APRIMORANDO A POLÍTICA DE ATENÇÃO BÁSICA E A ATENÇÃO ESPECIALIZADA.","02PW-REORDENAMENTO DA ATENÇÃO ESPECIALIZADA VISANDO À INTEGRALIDADE DE ATENÇÃO, ASSIM COMO AMPLIAÇÃO DA ATENÇÃO PRIMÁRIA E ESPECIALIZADA EM REDES DE ATENÇÃO À SAÚDE, COM QUALIFICAÇÃO DAS PRÁTICAS E DA GESTÃO DO CUIDADO, BUSCANDO ASSEGURAR RESOLUTIVIDADE"
LOA2014 - Despesa Execução,2014/11/22 00:00:00,NO,TO,TOCANTINS (ESTADO),02 - SAÚDE,MINISTÉRIO DA SAÚDE,36000 - MINISTÉRIO DA SAÚDE,FUNDO NACIONAL DE SAÚDE,36901 - FUNDO NACIONAL DE SAÚDE,10.302.2015.8535.0017,10 - SAÚDE,302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL,2015 - APERFEIÇOAMENTO DO SISTEMA ÚNICO DE SAÚDE (SUS),8535 - ESTRUTURAÇÃO DE UNIDADES DE ATENÇÃO ESPECIALIZADA EM SAÚDE,0017 - NO ESTADO DO TOCANTINS,S,4,41,RECURSOS ORDINARIOS,100 - RECURSOS ORDINARIOS,0,11795122,11654872,0,0,0,0,0,2015,APERFEIÇOAMENTO DO SISTEMA ÚNICO DE SAÚDE (SUS),8535,0000 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS,02PW,"0713- GARANTIR ACESSO DA POPULAÇÃO A SERVIÇOS DE QUALIDADE, COM EQUIDADE E EM TEMPO ADEQUADO AO ATENDIMENTO DAS NECESSIDADES DE SAÚDE, APRIMORANDO A POLÍTICA DE ATENÇÃO BÁSICA E A ATENÇÃO ESPECIALIZADA.","02PW-REORDENAMENTO DA ATENÇÃO ESPECIALIZADA VISANDO À INTEGRALIDADE DE ATENÇÃO, ASSIM COMO AMPLIAÇÃO DA ATENÇÃO PRIMÁRIA E ESPECIALIZADA EM REDES DE ATENÇÃO À SAÚDE, COM QUALIFICAÇÃO DAS PRÁTICAS E DA GESTÃO DO CUIDADO, BUSCANDO ASSEGURAR RESOLUTIVIDADE"
